date,value
2026-04-09,99.48999786376953
2026-04-10,99.31999969482422
2026-04-13,99.5199966430664
2026-04-14,99.77999877929688
2026-04-15,99.62000274658203
2026-04-16,99.4800033569336
2026-04-17,99.8499984741211
2026-04-20,99.83999633789062
2026-04-21,99.47000122070312
2026-04-22,99.61000061035156
2026-04-23,99.44999694824219
2026-04-24,99.58999633789062
2026-04-27,99.44000244140625
2026-04-28,99.4000015258789
2026-04-29,98.95999908447266
2026-04-30,99.0999984741211
2026-05-01,98.9000015258789
2026-05-04,98.58999633789062
2026-05-05,98.7699966430664
2026-05-06,99.19000244140625
2026-05-07,98.94999694824219
2026-05-08,99.18000030517578
2026-05-11,98.91999816894531
2026-05-12,98.62999725341797
2026-05-13,98.66999816894531
2026-05-14,98.63999938964844
2026-05-15,98.0199966430664
2026-05-18,98.01000213623047
2026-05-19,97.62999725341797
2026-05-20,98.22000122070312
2026-05-21,98.33999633789062
2026-05-22,98.44000244140625
2026-05-26,98.72000122070312
2026-05-27,98.80000305175781
2026-05-28,99.0
2026-05-29,99.05999755859375
2026-06-01,98.68000030517578
2026-06-02,98.70999908447266
2026-06-03,98.5
2026-06-04,98.66000366210938
2026-06-05,98.16999816894531
2026-06-08,98.16999816894531
2026-06-09,98.37000274658203
2026-06-10,98.30999755859375
2026-06-11,98.87999725341797
2026-06-12,98.76000213623047
2026-06-15,98.8499984741211
2026-06-16,98.97000122070312
2026-06-17,98.61000061035156
2026-06-18,98.9000015258789
2026-06-22,98.62999725341797
2026-06-23,98.70999908447266
2026-06-24,99.19000244140625
2026-06-25,99.25
2026-06-26,99.33999633789062
2026-06-29,99.37000274658203
2026-06-30,98.9800033569336
2026-07-01,98.5
2026-07-02,98.61000061035156
2026-07-06,98.66000366210938
2026-07-07,98.20999908447266
2026-07-08,98.04000091552734
